Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,8880 E Via Linda,llCxryWr8j1S39tusYCWxg,"Salad, Greek, Mediterranean, Restaurants, Italian, Pizza, Sandwiches",Italian,Scottsdale,Scottsdale,1,33.56907993,-111.8899172,Yo Pauly's NY Pizza,,85258,215,4.5,AZ
1,804 E Indian School Rd,LLD_tG7_Dyg7AsTJoQ4ZNA,"Desserts, Restaurants, Food, Pizza, Italian, Sandwiches",Italian,Phoenix,Phoenix,0,33.4949463,-112.0638184,Slice of Sicily,,85014,17,3.5,AZ
1,"Douglas Square Shopping Center Mall, 11566 24 Street SE, Unit 315",llF6C8YmWYf_lalHnz7D1A,"Vietnamese, Restaurants",Vietnamese,Calgary,Calgary,1,50.950953,-114.002526,Spring Vietnamese Cuisine,,T2Z 3J3,8,3.5,AB
1,122 Deedes Street,lLhWZAl7neVsqEOkEo8Exw,"Restaurants, Italian",Italian,Airdrie,Airdrie,1,55.86134246,-4.002575578,Trattoria Guidi,,ML6 9AF,18,3.5,NLK
1,2002 N Country Club Dr,lLindjep86GA3PeKMl55Og,"Restaurants, Mexican, Fast Food",Mexican,Mesa,Mesa,1,33.4518761,-111.8402264,Carl's Jr.,,85201,15,1.5,AZ
1,3655 S Durango Dr,lLj9ULb01sNIYDbYbeUqhA,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.1238325,-115.2794069,Burrito's Juarez,Spring Valley,89147,23,4,NV
1,6007 Monona Dr,llKBbswD5XIb-kXFSCP9Tg,"Restaurants, Indian",Indian,Monona,Monona,1,43.05365159,-89.32575215,Swad,,53716,198,4.5,WI
1,"900 Warden Avenue, Unit E2",lLO-bReJDm8NmLQ2juKyIw,"Restaurants, Fast Food, Mexican",Mexican,Scarborough,Scarborough,1,43.7307144,-79.2887608,Quesada,Scarborough,M1L 4W6,5,3.5,ON
1,2941 W Bell Rd,llQfDCKPXBW1-hSb_qUC-g,"Buffets, Indian, Vegetarian, Restaurants, Pakistani",Indian,Phoenix,Phoenix,1,33.638853,-112.123114,India Palace,,85053,369,4,AZ
1,760 E Broadway Rd,LLWOrt8Vo5kyA9qeo-Y76g,"Restaurants, Mexican",Mexican,Mesa,Mesa,1,33.4082097,-111.8145988,Moreno's Mexican Grill,,85204,87,4,AZ
1,"10890 S Eastern Ave, Ste 109",LLWwWBCg7cek0YS6NqZ2sA,"Restaurants, Thai",Thai,Henderson,Henderson,0,35.99594879,-115.1003494,Thai Thai Restaurant,Anthem,89052,65,3.5,NV
1,8301 Magnolia Estates Dr,llyCcZeOT_SI-celMhm5fA,"Restaurants, Italian",Italian,Cornelius,Cornelius,0,35.4761288,-80.8899692,Derado's Italian Gourmet,,28031,30,4,NC
1,1001 E 8th St,lm3DeasThkVSve9HAEBkpg,"Nightlife, Restaurants, Mexican, Arts & Entertainment, Bars, Dive Bars, Music Venues",Mexican,Tempe,Tempe,0,33.4199328,-111.9232096,Rocky Point Cantina,,85281,6,2.5,AZ
1,712 Queen Street W,LmcJuoHqggZj_qAlmqxMEQ,"Chinese, Restaurants, Vietnamese, Thai",Thai,Toronto,Toronto,0,43.6462338,-79.408856,Pho Delish,Niagara,M6J 1E8,8,3.5,ON
1,4099 Baldwin Street S,lmfLUco8zOLY_UObmu-EPw,"Mexican, Restaurants",Mexican,Whitby,Whitby,1,43.91675319,-78.95741546,Jimmy Guaco's,,L1R 3H8,26,3.5,ON
1,"1941 W Guadalupe Rd, Ste 105",lmfyEVKm3CDGWg18LeRhgA,"Chinese, Buffets, Vietnamese, Thai, Restaurants",Thai,Mesa,Mesa,0,33.3629395,-111.8752823,Pink Pepper Thai Cusine,,85202,145,3,AZ
1,5195 Boulevard Saint-Laurent,lmjl4G9lDvADF9T_oegWIA,"Indian, Restaurants",Indian,Montréal,Montréal,1,45.5239867,-73.594378,La Porte de l'Inde,Plateau-Mont-Royal,H2T 1R9,9,3,QC
1,4609 Rue de Verdun,LMnjc8vFBHPc7HOsEh0SNQ,"Restaurants, Italian",Italian,Verdun,Verdun,1,45.458512,-73.5719101,Luciano Ristorante,Verdun,H4G 1M6,6,3.5,QC
1,3513 E Charleston St,lmNpuLiA6Jtn3lL2Ec43Qw,"Restaurants, Burgers, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1587529,-115.0971613,Playas De Cancun,Downtown,89104,13,3.5,NV
1,3512 19 Street SW,lmTZU8vCyf8qTrENIzo5sg,"Restaurants, Vietnamese",Vietnamese,Calgary,Calgary,1,51.022645,-114.106325,Anything Cafe,,T2T 4X6,3,3.5,AB
1,11978 Perry Hwy,LmYBebTFfft94uYljKptgA,"Mexican, Restaurants",Mexican,Wexford,Wexford,0,40.6329702,-80.0590945,El Campesino,,15090,17,3,PA
1,2000 Las Vegas Blvd S,LN0JGAl8Rr_r_5t_X8Kz6g,"Italian, Restaurants, Steakhouses, Pizza",Italian,Las Vegas,Las Vegas,1,36.14813295,-115.1557732,Fellini's Ristorante,The Strip,89104,182,4,NV
1,"4040 Steeles Avenue W, Unit 17",ln0ut1SD_uBEjTnEiaFFUw,"Restaurants, Vietnamese",Vietnamese,Vaughan,Vaughan,0,43.7691811,-79.5527093,Miss Pho,,L4L 4Y5,5,3,ON
1,535 Marks St,Ln3jC2yAs5KtopUDAhYZBA,"Fast Food, Restaurants, Mexican, Burgers",Mexican,Henderson,Henderson,1,36.061676,-115.03682,Carl's Jr.,,89014,27,3,NV
1,2160 N Arizona Ave,lN4wmlhRagSZMF6YlOGNtg,"Burgers, Mexican, Restaurants",Mexican,Chandler,Chandler,1,33.33787221,-111.8425311,Julia's Mesquite Mexican and Burgers,,85225,252,4.5,AZ
1,"933 E University Dr, Ste 108",Ln7Cb9twl9CDMtD40IXHQg,"Mexican, Restaurants, Fast Food",Mexican,Tempe,Tempe,1,33.4212886,-111.9246995,Burrito Express,,85281,23,4.5,AZ
1,5245 Boulevard Saint-Laurent,lNB-yJoVi-sk6X0uoWOh-g,"International, French, Portuguese, Italian, Restaurants, Mediterranean, Canadian (New)",Italian,Montréal,Montréal,0,45.5242631,-73.5954601,Sel Gras,Plateau-Mont-Royal,H2T 1S4,48,4,QC
1,6097 Bayfield Pkwy,LNbppyYPNwtP-x5eNoOAcQ,"Restaurants, Mexican",Mexican,Concord,Concord,1,35.4179123,-80.6757,Mi Pueblo Mexican Grill,,28027,71,3.5,NC
1,8070 Ohio River Blvd,lNh_U1fEfxtcLRpT1RpX8g,"American (New), Restaurants, Nightlife, Wine Bars, Italian, Bars",Italian,Emsworth,Emsworth,1,40.5096442,-80.0916677,Cafe Notte,Emsworth,15202,59,4,PA
1,2950 E Germann Rd,LnIO_JtoDS1xLfTHWuV_ug,"Event Planning & Services, Desserts, Mexican, Seafood, Food, Restaurants, Caterers",Mexican,Chandler,Chandler,0,33.2796178,-111.7902307,El Palacio,,85286,318,3,AZ
1,3950 E Indian School Rd,lnJlOuHGNRoN2zW_a6Vb7g,"Nightlife, Mexican, Tacos, Restaurants, Bars",Mexican,Phoenix,Phoenix,1,33.4951251,-111.9957401,Tacos Tequila Whiskey,,85018,192,4,AZ
1,829 S Rural Ave,LnKoH4eWM1mznCDOLrEpWQ,"Restaurants, Mexican",Mexican,Tempe,Tempe,0,33.4212808,-111.9258427,Moreno's Mexican Grill,,85281,24,3.5,AZ
1,2644 Branch St,LNo_Eg3XKxbMvkbABfnQJQ,"Restaurants, Mexican, Desserts, Food",Mexican,Middleton,Middleton,0,43.1037525,-89.49305479,Oscar's Qcos Mexican Restaurant,,53562,4,3,WI
1,731 6th Avenue SW,lnO5GhYbFenXg2CxIThd3A,"Pakistani, Restaurants, Middle Eastern, Indian",Indian,Calgary,Calgary,0,51.0478816,-114.0779007,Raj Palace Restaurant,,T2P 0T9,15,3.5,AB
1,2222A Queen Street  E,LnsAgGlvIPmc9eV_cMdU5w,"Restaurants, Mexican",Mexican,Toronto,Toronto,1,43.6725435,-79.2881094,Xola Mexican Food,The Beach,M4E 1H2,67,4,ON
1,"955 W Craig Rd, Ste 100A",lnv844c86Q-UMtBHxqDUEg,"Mexican, Soup, Restaurants, Latin American",Mexican,North Las Vegas,Las Vegas,0,36.2383454,-115.1550788,Red Tortilla Mexican Grill,,89032,25,4,NV
1,942 Penn Ave,lNVg4jtfTEIAtOkA_0aEPQ,"Restaurants, Nightlife, Italian, Food, Bars, Gluten-Free, American (New), Desserts",Italian,Pittsburgh,Pittsburgh,1,40.443983,-79.9964184,Emporio: A Meatball Joint,Downtown,15222,110,4,PA
1,"151 Walden Gate SE, Suite 430",lNVkvNfz_ySNafAwzv2-2w,"Restaurants, Food, Himalayan/Nepalese, Indian",Indian,Calgary,Calgary,1,50.8757992,-114.036755,Green Chili,,T2X 0R2,8,2.5,AB
1,"2015 E Arbors Dr, Ste 270",lO-IY5X36bLI8vnQR4O18A,"Bakeries, Restaurants, Food, Indian",Indian,Charlotte,Charlotte,1,35.33702,-80.756294,Curry n Cake,Highland Creek,28262,37,2.5,NC
1,101-1240 Kensington Road NW,lO5DVzxikN8Ibpp5Xbj2PA,"Italian, Ice Cream & Frozen Yogurt, Caterers, Food, Sandwiches, Event Planning & Services, Gluten-Free, Restaurants",Italian,Calgary,Calgary,1,51.05264509,-114.0909629,Peppino,,T2N 3P7,29,4.5,AB
1,1842 Lakeshore Road W,LoB-Ho9DRsNcWkoz_a_vJA,"Vietnamese, Restaurants, Thai, Chinese",Thai,Mississauga,Mississauga,0,43.5150301,-79.6249326,Pho Le,,L5J 1J7,14,3,ON
1,1753 W Bethany Home Rd,LoCnjxSpQBoFLNWAmbmTqw,"Mexican, Restaurants, Fast Food",Mexican,Phoenix,Phoenix,1,33.5235948,-112.0979612,Carl's Jr,,85015,31,2,AZ
1,3047 Dundas Street W,LOEZ8zDGly7s-laA1OBIEw,"Nightlife, Italian, Bars, Wine Bars, Restaurants",Italian,Toronto,Toronto,1,43.6654815,-79.4709996,Bricco Wine Bar,The Junction,M6P,48,3.5,ON
1,"6475 W Charleston Blvd, Ste 120",lOmt6Edj6A4OZBUIUwtI8Q,"Food, Mexican, Restaurants, Latin American",Mexican,Las Vegas,Las Vegas,1,36.1586036,-115.2367146,Tacos El Jefe's,Westside,89146,39,4,NV
1,8158 Broadview Rd,lop2cMZ8mml0PqY1epavbA,"Italian, Restaurants, Pizza",Italian,Broadview Heights,Broadview Heights,1,41.3439013,-81.6851381,Danny Boy's- Broadview Heights,,44147,58,3.5,OH
1,3715 S Decatur Blvd,lOQPeguczAueJnLmDUTfGg,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.122214,-115.2088779,Bonito Michoacan,Chinatown,89103,688,4,NV
1,58 55 Castleridge Blvd NE,lowpsA_rY2IQFSYS948gyA,"Restaurants, Indian",Indian,Calgary,Calgary,1,51.0985571,-113.9621537,The Curry Leaf,,T3J 3J8,5,4,AB
1,3693 Boulevard Saint-Jean,Lp_d5-C0PDsMR4wRJJcQmw,"Sandwiches, Sports Bars, Nightlife, Restaurants, Bars, Italian, Cafes, Caterers, Event Planning & Services",Italian,Dollard-Des-Ormeaux,Dollard-Des-Ormeaux,0,45.471813,-73.8333328,Sanpresso,Kirkland,H9G 1X2,3,2,QC
1,102 Franks Dr,Lp4ofPjCh1VRklL_j2Eqlw,"Restaurants, Tex-Mex, Fast Food, Mexican",Mexican,Madison,Madison,1,38.776289,-85.386899,Taco Bell,,47250,4,2,IN
1,7704 E Doubletree Ranch Rd,Lp9p3CanKJdqRekIwRNJ7Q,"Asian Fusion, Bars, Restaurants, American (New), Italian, Indian, Mexican, Nightlife, Lounges",Indian,Scottsdale,Scottsdale,0,33.5651494,-111.9152929,Inde Fusion,,85258,28,4,AZ
1,492 College St,lPaMg95YRXAqiKMsfXsuEA,"Italian, Restaurants",Italian,Toronto,Toronto,0,43.6562141,-79.4097186,Carpano,Palmerston,M6G 1A4,7,3.5,ON
1,1831 E Baseline Rd,lpD3xIYuVaQA8xRSlKwn-Q,"Restaurants, Mexican",Mexican,Tempe,Tempe,1,33.37830353,-111.9061356,La Fonda Mexican Restaurant & Cantina,,85283,134,3,AZ
1,13237 Yonge Street,LpIshkaMrdzafuZphNzyBg,"Chicken Wings, Pizza, Italian, Restaurants",Italian,Richmond Hill,Richmond Hill,1,43.9503719,-79.4560056,Pizza Pizza,,L4E 1B6,3,2.5,ON
1,11 W Boston St,LpK_4zdK3kxtpAiLcwEohg,"Restaurants, Thai",Thai,Chandler,Chandler,0,33.3021074,-111.8420649,Latitude Eight Thai Grill,,85225,135,4,AZ
1,1632 Nevada Hwy,LPm4Q5fI6r5g9BQw-VKhOw,"Restaurants, Mexican",Mexican,Boulder City,Boulder City,0,35.9694066,-114.8576003,Two Gals From Cal,,89005,4,3.5,NV
1,372 Bloor Street West,LPOTimIWWQg7GTfwgZqnXg,"Asian Fusion, Restaurants, Thai",Thai,Toronto,Toronto,0,43.6663521,-79.4060769,Crystal Rolls,The Annex,M5R,4,4,ON
1,3800 Boulevard Saint-Jean,lPQh_HUXRtxDQeR9WSfMZA,"Restaurants, Italian, Pizza, American (Traditional)",Italian,Dollard-des-Ormeaux,Dollard-des-Ormeaux,1,45.47415233,-73.83685842,Enoteca Monza,,H9G 1X1,26,3.5,QC
1,"4622 S Higley Rd, Ste 101",LpVNpw2-Bn9iHVON33auKw,"Hot Dogs, Restaurants, Breakfast & Brunch, Tex-Mex, Mexican",Mexican,Gilbert,Gilbert,1,33.2649384,-111.7206896,Tacos N More 2,,85297,159,3.5,AZ
1,10200 Keele Street,lPwGQCuESSGQ0hKQAbRWLA,"Pizza, Restaurants, Italian",Italian,Vaughan,Vaughan,1,43.860902,-79.5137727,9Baci,Maple,L6A 3Y9,15,3.5,ON
1,5909 South Blvd,LpyndkMvevIQA-JHoReHNw,"Indian, Restaurants, Pakistani",Indian,Charlotte,Charlotte,1,35.155407,-80.875309,Jaipur Indian Restaurant,,28217,138,3.5,NC
1,121 E Main St,lq58IcwmMODhqyhC1EDMRQ,"Mexican, Restaurants",Mexican,Sun Prairie,Sun Prairie,0,43.1107002,-89.6424388,La Tolteca 3,,53590,3,4,WI
1,914 Windsor Rd,lq71ZTkANfb40sR0DAs6Rw,"Italian, Restaurants, Pizza, Chicken Wings",Italian,Sun Prairie,Sun Prairie,1,43.1887242,-89.227899,Pizza Hut,,53590,9,2,WI
1,3416 W Thomas Rd,lQAGjzAA_D5d3i93xndl9w,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,0,33.4807921,-112.1333807,Mariscos Mi Lindo Mazatlan,,85017,16,2.5,AZ
1,6144 E Main St,lqfuUf0rybIcy0fyUOhWVg,"Health & Medical, Mexican, Restaurants, Dentists",Mexican,Mesa,Mesa,1,33.4163326,-111.6976866,Loretos Mexican Food,,85205,33,4,AZ
1,3685 Keele Street,LQGY39wjXD0s0sJ-Uo_3qw,"Restaurants, Vietnamese",Vietnamese,North York,North York,0,43.7540084,-79.487747,Kiem Bo Vietnamese Restaurant,,M3J 3H6,4,3,ON
1,6729 N 57th Dr,LqO_983CEmi1_X1En4mZow,"Italian, Seafood, Steakhouses, Nightlife, Restaurants, Cocktail Bars, Bars",Italian,Glendale,Glendale,1,33.536662,-112.182097,Desert Rose Steakhouse,,85301,123,3.5,AZ
1,1205 E Van Buren St,Lqp3uwGJU6CHyys-eerMmQ,"Specialty Food, Mexican, Restaurants, Grocery, Food, Ethnic Food",Mexican,Phoenix,Phoenix,0,33.45107,-112.055957,La Tolteca Mexican Foods,,85006,153,4,AZ
1,2840 University Ave,lqtybK6_GjSqhK8U55Mc7w,"Caterers, Fast Food, Asian Fusion, Food, Thai, Restaurants, Event Planning & Services, Ice Cream & Frozen Yogurt",Thai,Madison,Madison,1,43.07524661,-89.43766668,Sa-Bai Thong,,53705,131,3.5,WI
1,Georg-Hellmair-Platz 169 a,lqUEMuNYdOO97jpfCt7NNw,"Cafes, Restaurants, Italian, Food, Coffee & Tea, Bars, Nightlife",Italian,Landsberg,Landsberg,1,48.0504237,10.8770337,Café Maxximilians,,86899,15,3.5,BY
1,1115 Centre Street NW,LqwetQnLsQiqPMc61AlnSQ,"Fast Food, Restaurants, Mexican, Gluten-Free",Mexican,Calgary,Calgary,1,51.0619519,-114.0627746,Quesada Burritos & Tacos,,T2E 2R1,3,3,AB
1,3570 Las Vegas Blvd S,LQZ2yBIAFmXYbDD0Z2Nhug,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.1161559,-115.1750576,La Gloria,The Strip,89019,85,2.5,NV
1,65 Kennedy Road N,Lr-4FHCSR_FCtrt9LQCjKw,"Vietnamese, Restaurants",Vietnamese,Brampton,Brampton,1,43.697218,-79.752177,Pho Peter Restaurant,,L6V 1X6,39,3.5,ON
1,904 S New Hope Rd,lR4ybrBnCkWI-BMeDrJwFQ,"Italian, Restaurants",Italian,Gastonia,Gastonia,1,35.252748,-81.1461927,Milano Italian Restaurant,,28054,36,2.5,NC
1,2510 W Thunderbird Rd,lrAUseySfmFeZkWOGfsKnQ,"Food Trucks, Event Planning & Services, Caterers, Mexican, Food Stands, Tacos, Food, Restaurants",Mexican,Phoenix,Phoenix,1,33.6114096,-112.1106257,Wadaa Street Tacos,,85023,331,4,AZ
1,3129 E McKellips Rd,LrBDBaGfONR7Kmg8sG38dA,"Nightlife, Bars, Restaurants, Cocktail Bars, Food, Mexican, Venues & Event Spaces, Event Planning & Services",Mexican,Mesa,Mesa,1,33.45083,-111.763286,Hacienda De Rosa's Restaurante,,85213,149,3,AZ
1,380 Bovaird Drive East,LrCnfBSbMVqgMmk2u6b5ow,"Vietnamese, Restaurants",Vietnamese,Brampton,Brampton,1,43.71473991,-79.77977514,Pho Bo Saigon,,L6Z 2S1,26,3.5,ON
1,"1834 Lakeshore Road W, Unit 1",lrdohblBpimTsNgZKgB-gg,"Restaurants, Breakfast & Brunch, Italian, Cafes, Food, Bakeries",Italian,Mississauga,Mississauga,0,43.5158126,-79.6246441,Villa La Bella,Clarkson,L5J 1J7,6,3.5,ON
1,1 Balmoral Avenue,lRidtP8BPrIy7QvFCWpDpg,"Italian, Restaurants",Italian,Toronto,Toronto,0,43.6858371,-79.3932282,Divino,Yonge and St. Clair,M4V 1J5,7,3.5,ON
1,2579 Victoria Park Avenue,LRJV0rsDft621knYC86SPA,"Restaurants, Thai, Chinese, Hakka",Thai,Scarborough,Scarborough,0,43.7744829,-79.3221998,Esquire Great Eastern,Scarborough,M1T 1A4,37,3.5,ON
1,2626 Little Rock Rd,lrlnHYVp8PSzHZmHIv12fQ,"Laotian, Thai, Restaurants, Food, Food Trucks",Thai,Charlotte,Charlotte,1,35.2432675,-80.93824147,JP Food To Go,,28214,12,4.5,NC
1,800 Langdon St,Lrn9Yk5dmLrYJMVvQT_CHw,"Pizza, Italian, Restaurants, Sandwiches",Italian,Madison,Madison,1,43.0764792,-89.3998682,Strada,Capitol,53703,7,3.5,WI
1,5195 Yonge Street,LrrJW6ejsVL7hADfFy87Eg,"Thai, Restaurants",Thai,Toronto,Toronto,0,43.7704408,-79.4129859,EatThai,Willowdale,M2N 5P7,30,3.5,ON
1,"380 Bovaird Drive E, Suiet 7",lrv5YU-DUI6DhtW_iX1vyA,"Restaurants, Indian",Indian,Brampton,Brampton,1,43.71470619,-79.77957599,Dhaba Express,,L6Z 2S1,3,2.5,ON
1,"1 E Washington St, Ste 175",Ls1NqcogI-szYoQ7tLh4Og,"Latin American, Restaurants, Mexican",Mexican,Phoenix,Phoenix,0,33.4480003,-112.0730318,Fuego CityScape,,85004,140,3.5,AZ
1,5540A Chemin de la Côte-Des-Neiges,lS7TBAZ241JSYULfkLT3Rg,"Vietnamese, Restaurants, Chinese",Vietnamese,Montréal,Montréal,1,45.4973981,-73.6251676,Oriental Ngan Dinh,Côte-des-Neiges,H3T 1Y9,5,3,QC
1,132 3 Ave SE,Ls8FtTR0yXmcit1m1YVciA,"Restaurants, Vietnamese",Vietnamese,Calgary,Calgary,1,51.0503479,-114.060811,Pho Hoai Vietnamese Noodle House,,T2G 0B6,35,3.5,AB
1,1001 Rue Sherbrooke O,lS95tfS6qRVCah-oeICmAg,"Restaurants, Mexican, Fast Food",Mexican,Montréal,Montréal,1,45.5026099,-73.5764347,Quesada,Ville-Marie,H3A 1G5,9,4,QC
1,3186 Yonge Street,lsfFzCl7SXgoq8N5NjbvZA,"Restaurants, Italian",Italian,Toronto,Toronto,1,43.727844,-79.4031035,Parmigiano Trattoria,,M4N 2L1,25,3.5,ON
1,2885 S Nellis Blvd,lsGIcUOadXjaRtKFNtrq8Q,"Fast Food, Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1377957,-115.0664764,El Pollo Loco,Sunrise,89121,24,2.5,NV
1,1670 Boulevard Saint-Martin Ouest,LshaX0O-8opp655146mrpQ,"Italian, Pizza, Restaurants",Italian,Laval,Laval,0,45.567475,-73.72763,Toto's,Laval,H7S 1M9,3,4,QC
1,885 West Warner Road,LSm9EJwq-i1CpssEmhOccA,"Tex-Mex, Mexican, Restaurants, Fast Food",Mexican,Gilbert,Gilbert,1,33.335133,-111.809931,Taco Bell,,85233,15,2.5,AZ
1,10960 S Eastern Ave,lsRa519UE_Iuk_ymGnPuUw,"Specialty Food, Restaurants, Pizza, Chicken Wings, Delis, Food, Italian, Pasta Shops",Italian,Henderson,Henderson,0,35.9933062,-115.0997322,Wingzza,Anthem,89052,10,3.5,NV
1,8018 N 19th Ave,lSSUmCtsKU_qYz5NGz979w,"Restaurants, Mexican",Mexican,Phoenix,Phoenix,0,33.553448,-112.0997049,Big Burrito,,85021,7,2.5,AZ
1,"20 Gillingham Drive, Suite 608",LsyW2kRAP0HYYP0Qov4Kng,"Indian, Vegetarian, Restaurants",Indian,Brampton,Brampton,1,43.7034846,-79.7881704,Prem Sweets and Restaurant,,L6X 4X7,8,3.5,ON
1,3616 52nd Avenue NW,lt6suLA_p1LMH8Sw7Eg62A,"Restaurants, Vietnamese",Vietnamese,Calgary,Calgary,1,51.1014362,-114.1400454,Vietnamese Beef Stew Noodle House,,T2L 1V9,11,3.5,AB
1,"888 Dundas Street E, Suite D3B",LT7T7pAvG9joBSYBTl-0_w,"Restaurants, Vietnamese",Vietnamese,Mississauga,Mississauga,1,43.5975508,-79.59431917,Thanh Son Tofu,,L4Y 4G6,20,3,ON
1,7380 S Eastern Ave Ste 118,ltELYeBXsbkQPlH16e-mOg,"Restaurants, Fast Food, Mexican",Mexican,Las Vegas,Las Vegas,0,36.0559736,-115.1163972,Roberto's Taco Shop,Southeast,89123,3,2,NV
1,10333 Northfield Rd,LtilhdZm9gb2dNm6OFHg_w,"Restaurants, Mexican",Mexican,Northfield,Northfield,0,41.3416275,-81.5279622,Mariachi and Cocos,,44067,7,4,OH
1,6230 Chemin de la Cote-des-Neiges,LtKnPNxNAweSe7KYadnkzA,"Food, Food Delivery Services, Vietnamese, Restaurants",Vietnamese,Montréal,Montréal,1,45.5007645,-73.6327545,Restaurant Pho Hao,Côte-des-Neiges,H3S 2A1,8,3,QC
1,"502 South Dobson Rd, Ste 3",lTKr5J4nqepyOpOw8auErA,"Specialty Food, Food, Asian Fusion, Ethnic Food, Vietnamese, Restaurants",Vietnamese,Mesa,Mesa,0,33.4058218,-111.8752398,Pho Hien,,85202,4,4,AZ
1,3260 Losee Rd,LtO6vTBfYzlgWArn3kRe_A,"Mexican, Restaurants",Mexican,North Las Vegas,Las Vegas,1,36.21865224,-115.1254052,Tacos El Gordo,,89030,399,4,NV
1,"21705 N 19th Ave, Ste 112",ltQ-ilKwrlBtub7b_7gKww,"Delis, Italian, Restaurants",Italian,Phoenix,Phoenix,1,33.6827209,-112.0992886,Rinaldi's Italian Deli,,85027,80,3,AZ
1,1100 Eglinton Avenue W,LtSJn2xwn6ykQBpGBw2WyQ,"Thai, Restaurants",Thai,Toronto,Toronto,0,43.6997802,-79.4317603,Royal Elephant,,M6C 2C7,25,3,ON
1,505 Mount Pleasant Road,lTWlfVXsqNLUKXO07E8mtQ,"Restaurants, Thai",Thai,Toronto,Toronto,0,43.7015376,-79.3872396,The Friendly Thai,Mount Pleasant and Davisville,M4S,12,3,ON
1,6290 Avenue Somerled,Ltx2IhMJd4VkkZVoIibBhQ,"Italian, Restaurants",Italian,Montréal,Montréal,0,45.4705375,-73.6354473,Casa Maura,Notre-Dame-de-Grâce,H3X 2B6,3,4,QC
1,4718 E Towne Blvd,Lu11ceuxJWh3dgRaPZGbsQ,"Caterers, Fast Food, Restaurants, Event Planning & Services, Mexican",Mexican,Madison,Madison,1,43.13026595,-89.30341154,QDOBA Mexican Eats,,53704,31,3,WI
1,2907 Providence Rd,Lu5hB_5YtX5Re2067Zf3cg,"Pizza, Restaurants, Italian",Italian,Charlotte,Charlotte,1,35.1712827,-80.8075031,MezzaNotte Brick Oven Pizza,,28211,63,3.5,NC
1,42 Main Street N,lu6IAy3HQaQytbKIAPh2EA,"Italian, Event Planning & Services, Restaurants, Caterers",Italian,Markham,Markham,1,43.87550611,-79.26049047,Folco's Ristorante,Markham Village,L3P 1X5,53,4,ON
1,2119 N Power Rd,Lu8ueuI4LF5i6_km0ip0xw,"Restaurants, Mexican",Mexican,Mesa,Mesa,1,33.45362708,-111.6838208,Cafe Rio,,85215,62,2,AZ
1,764 Rue Bélanger,LUd3UdlUvCr54H-7ttm0TQ,"Italian, Restaurants, Breakfast & Brunch, Event Planning & Services, French, Caterers",Italian,Montréal,Montréal,1,45.5387335,-73.6103016,La Récolte,Rosemont-La Petite-Patrie,H2S 1G6,37,4.5,QC
1,558 Bloor Street W,luJ2N0iMnfmqmj4ksl58HA,"Restaurants, Chicken Wings, Italian, Pizza",Italian,Toronto,Toronto,1,43.6652249,-79.4114287,Pizza Pizza,Seaton Village,M5S 1Y6,4,3,ON
1,"6361 Autoroute Transcanadienne, Unit 116",lukgo76fgTo-llcXDdsdUA,"Restaurants, Mexican, Fast Food",Mexican,Pointe-Claire,Pointe-Claire,1,45.4681816,-73.8246835,Quesada,,H9R 5A5,4,3,QC
1,6900 Center St,lum45B-qKKAN0QtRJlKFuw,"Restaurants, Mexican",Mexican,Mentor,Mentor,1,41.6832077,-81.3400178,El Rodeo,,44060,24,3,OH
1,8427 W Peoria Ave,luOWGdtAfsbrZ5kC_cjuYA,"Restaurants, Mexican",Mexican,Peoria,Peoria,0,33.5810883,-112.2404974,Ayala's AZ Kitchen Mexican Cafe,,85345,35,4,AZ
1,2201 Finch Avenue W,lusyQapYBD-df6VofjRWMQ,"Pakistani, Indian, Restaurants, Halal",Indian,Toronto,Toronto,1,43.75274373,-79.53690179,Karahi Point,,M9M 2Y9,9,4,ON
1,"500 Spark Ctr, Space HL90",luX2RgXc39TUUEU_7sg5Og,"Fast Food, Mexican, Restaurants",Mexican,Strongsville,Strongsville,1,41.309658,-81.819672,Chipotle Mexican Grill,,44136,11,2.5,OH
1,"8635 Keele Street, Unit 10",LUYqt2n-XJ3cOfmQewDamg,"Sandwiches, Restaurants, Italian, American (Traditional)",Italian,Vaughan,Vaughan,0,43.8215437,-79.5044426,Johnny Panini,Concord,L4K 2N1,3,4.5,ON
1,7315 Arroyo Crossing Pkwy,lv5Bnqlt93NnvNJ2oNcQ8Q,"Restaurants, Bars, Nightlife, Caterers, Mexican, Tex-Mex, Event Planning & Services",Mexican,Las Vegas,Las Vegas,1,36.0618411,-115.2519912,Los Cucos Mexican Cafe,Spring Valley,89113,313,4,NV
1,2801 E Van Buren St,LV63vo4iBHIo7gjiz-Oqgg,"Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.4508835,-112.0210424,Pozoleria Mexican Food,,85008,43,4.5,AZ
